"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 Regular/Fifth semester 2012 Regular/PHY271.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/B.Tech/DeptElective/2012/EndSem/PHY271_Advanced_Classical_Dynamics_EndSem_2012.pdf","PHY271","Advanced Classical Dynamics","Physical Sciences","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/2nd Semester/Second Semester - Third  Missed Assessment 2018/15CMJ516_III Asst Mar2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/EndSem/CMJ 516_Environment_and_Social_Issues_Global_Perspectives_EndSem_2018.pdf","CMJ 516","/ Environment and Social Issues: Global Perspectives","Media & Communication","B.A. Communication","Sem01","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 Regular/Fifth semester 2012 Regular/SSK112.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2012/EndSem/SSK112_Soft_Skills_–_II_EndSem_2012.pdf","SSK112","Soft Skills – II","General & Interdisciplinary","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2014 Regular/PHY271.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/B.Tech/DeptElective/2014/EndSem/PHY271_Advanced_Classical_Dynamics_EndSem_2014.pdf","PHY271","Advanced Classical Dynamics","Physical Sciences","B.Tech","Sem05","2014","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/2nd Semester/Second Semester - Second Assessment 2018/15CMJ512_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass2/15CMJ512_COMMUNICATION_RESEARCH_Ass2_2018.pdf","15CMJ512","COMMUNICATION RESEARCH","Media & Communication","B.A. Communication","Sem02","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/2025/23MA601_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/M.Tech/Core/2025/MidTerm/23MA601_Linear_Algebra,_Legendre_Equations_and_Numerical_Methods_MidTerm_2025.pdf","23MA601","Linear Algebra, Legendre Equations and Numerical Methods","Mathematics & Statistics","M.Tech","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/Third Semester - Second Assessment 2018/15CMJ652_II Ass _Sep 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass2/15CMJ652_Advertising_Practice_for_Print_and_Web_Ass2_2018.pdf","15CMJ652","Advertising Practice for Print and Web","Media & Communication","B.A. Communication","Sem03","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/AES321.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2012/EndSem/AES 321_Compressible_Fluid_Flow_EndSem_2012.pdf","AES 321","Compressible Fluid Flow","Mechanical & Aerospace","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2014 Regular/SSK112 Data sheet.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2014/EndSem/SSK 112_Total_EndSem_2014.pdf","SSK 112","Total","General & Interdisciplinary","B.Tech","Sem05","2014","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/Third Semester - Second Assessment 2019/18CMJ604_I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2019/Ass2/18CMJ604_Advanced_Photography_Ass2_2019.pdf","18CMJ604","Advanced Photography","Media & Communication","B.A. Communication","Sem03","2019","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2017/15CMJ505 _Ass I_Aug2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2017/Ass1/15CMJ505_Techniques_of_Graphic_Communication_&_Visual_Design_Ass1_2017.pdf","15CMJ505","Techniques of Graphic Communication & Visual Design","Media & Communication","B.A. Communication","Sem01","2017","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/Third Semester - Second Assessment 2019/18CMJ604_II Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2019/Ass2/18CMJ604_Advanced_Photography_Ass2_2019.pdf","18CMJ604","Advanced Photography","Media & Communication","B.A. Communication","Sem03","2019","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2017/15CMJ506 _Ass I_Aug2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2017/EndSem/15CMJ506_Advanced_Photography_EndSem_2017.pdf","15CMJ506","Advanced Photography","Media & Communication","B.A. Communication","Sem01","2017","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/PE 624 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/PE624_Analog_Signal_Processing_and_Control_Systems_EndSem_2011.pdf","PE624","Analog Signal Processing and Control Systems","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/Third Semester - Second Assessment 2019/18OEL690_II Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2019/Ass2/18OEL690_Media_for_Social_Change_Ass2_2019.pdf","18OEL690","Media for Social Change","Media & Communication","B.A. Communication","Sem03","2019","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Mid Term March 2022/18CMJ214_Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/MidTerm/18CMJ214_Corporate_Branding_and_Event_Management_MidTerm_2022.pdf","18CMJ214","Corporate Branding and Event Management","Media & Communication","B.A. Communication","Sem04","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/AES363.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2012/EndSem/AES363_Vibration_Analysis_EndSem_2012.pdf","AES363","Vibration Analysis","Mechanical & Aerospace","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ503_I Ass Sep 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ503_Communication_Research_Ass1_2018.pdf","18CMJ503","Communication Research","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/RW612 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2011/EndSem/RW612_Measurement_Techniques_in_Remote_Sensing_EndSem_2011.pdf","RW612","Measurement Techniques in Remote Sensing","General & Interdisciplinary","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/2nd Semester/Second Semester - Second Assessment 2018/15CMJ516_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass2/CMJ 516_Environment_and_Social_Issues_Global_Perspectives_Ass2_2018.pdf","CMJ 516","/ Environment and Social Issues: Global Perspectives","Media & Communication","B.A. Communication","Sem01","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/RW614.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/M.Tech/Core/2011/EndSem/RW614_Wireless_Communication_and_Sensor_Networks_EndSem_2011.pdf","RW614","Wireless Communication and Sensor Networks","Media & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2017/15CMJ510_Ass I_Aug2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2017/Ass1/15CMJ510_Contemporary_Issues_Ass1_2017.pdf","15CMJ510","Contemporary Issues","Media & Communication","B.A. Communication","Sem01","2017","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/RW701 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2011/EndSem/RW701_Image_Analysis_and_Pattern_Recognition_EndSem_2011.pdf","RW701","Image Analysis and Pattern Recognition","General & Interdisciplinary","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/RW703.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2011/EndSem/RW704_Wavelets_and_Applications_EndSem_2011.pdf","RW704","Wavelets and Applications /","General & Interdisciplinary","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2025/Fourth Semester Regular 2025/23MEE214 _IV Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2025/EndSem/23MEE214_Thermal_Engineering19MEE213_Heat_Power_Engineering_EndSem_2025.pdf","23MEE214","Thermal Engineering/19MEE213 Heat Power Engineering","Electrical & Electronics","B.Tech","Sem04","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/5th Semester/2022/18MAT331_II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2022/Ass2/18MAT331_Transform_Techniques_Ass2_2022.pdf","18MAT331","Transform Techniques","Mathematics & Statistics","Integrated M.Sc.","Sem05","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth Semester 2019 Regular/15EIE211_IV Sem Apr 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2019/EndSem/15EIE211_Electrical_and_Electronic_Measurements_EndSem_2019.pdf","15EIE211","Electrical and Electronic Measurements","Electronics & Communication","B.Tech","Sem04","2019","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/ASE331.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2012/EndSem/ASE331_Introduction_to_Aerospace_Propulsion_EndSem_2012.pdf","ASE331","Introduction to Aerospace Propulsion","General & Interdisciplinary","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/2025/23AL605 _I Sem End_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2025/EndSem/24AL605_Electric_Vehicles_EndSem_2025.pdf","24AL605","Electric Vehicles","General & Interdisciplinary","M.Tech","Sem01","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/Third Semester - Second Assessment 2019/18OEL690_II Ass Oct 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2019/Ass2/18OEL690_Media_for_Social_Change_Ass2_2019.pdf","18OEL690","Media for Social Change","Media & Communication","B.A. Communication","Sem03","2019","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ505_I Ass Sep 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ505_Contemporary_Issues_I_Ass1_2018.pdf","18CMJ505","Contemporary Issues I","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/5th Semester/2022/18MAT331 _V Sem Dec 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2022/EndSem/18MAT331_Transform_Techniques_EndSem_2022.pdf","18MAT331","Transform Techniques","Mathematics & Statistics","Integrated M.Sc.","Sem05","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Mid Term March 2022/18CMJ215 _Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/MidTerm/18CMJ215_Multimedia_Storytelling_MidTerm_2022.pdf","18CMJ215","Multimedia Storytelling","Media & Communication","B.A. Communication","Sem04","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL603 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL603_Digital_Signal_Processing_and_Processors_EndSem_2011.pdf","VL603","Digital Signal Processing and Processors","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2016 Regular/12CMJ521 _May2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/EndSem/CMJ521_Media,_Culture_and_Society_EndSem_2016.pdf","CMJ521","Media, Culture and Society","Media & Communication","B.A. Communication","Sem04","2016","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/2025/23RMXXX_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2025/MidTerm/23RMXXX_Mid_Term_Odd_2025_MidTerm_2025.pdf","23RMXXX","Mid Term_Odd 2025","General & Interdisciplinary","M.Tech","Sem01","2025","MidTerm","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHE311.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2012/EndSem/CHE311_Chemical_Reaction_Engineering_EndSem_2012.pdf","CHE311","Chemical Reaction Engineering","Chemical Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/2nd Semester/Second Semester - Second Assessment 2018/15CMJ520_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass2/CMJ 520_Contemporary_Issues_II_Ass2_2018.pdf","CMJ 520","/ Contemporary Issues II","Media & Communication","B.A. Communication","Sem01","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2014 Regular/SSK112 QP Nov 2014.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2014/EndSem/SSK 112_SSK112_QP_EndSem_2014.pdf","SSK 112","SSK112 QP","General & Interdisciplinary","B.Tech","Sem05","2014","EndSem","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHE320 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2012/EndSem/CHE320_Organic_Chemical_Technology_EndSem_2012.pdf","CHE320","Organic Chemical Technology","Chemical Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ101_I Ass Aug 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ101_Critical_Orientation_to_Communication_Ass1_2018.pdf","18CMJ101","Critical Orientation to Communication","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/7th Semester/2025/22CSC404_VII Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2025/MidTerm/22CSC404_Data_Security_MidTerm_2025.pdf","22CSC404","Data Security","Computer Science & Engineering","Integrated M.Sc.","Sem07","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/2025/23SC601_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/M.Tech/Core/2025/MidTerm/23SC601_Advanced_Mechanics_of_Solids_MidTerm_2025.pdf","23SC601","Advanced Mechanics of Solids","Chemical Engineering","M.Tech","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/Sciences/3rd Semester/2025/18PHY654_III Sem End_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2025/EndSem/18PHY654_Fabrication_of_Advanced_Solar_cell22PHY544_Advanced_Solar_EndSem_2025.pdf","18PHY654","Fabrication of Advanced Solar cell/22PHY544 Advanced Solar","Physical Sciences","Integrated M.Sc.","Sem03","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/7th Semester/2025/22CSC555_VII Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2025/MidTerm/22CSC555_Parallel_and_Distributed_Systems_MidTerm_2025.pdf","22CSC555","Parallel and Distributed Systems","Computer Science & Engineering","Integrated M.Sc.","Sem03","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/7th Semester/2025/22MAT401_VII Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2025/MidTerm/22MAT401_Probabilistic_Graphical_Models_MidTerm_2025.pdf","22MAT401","Probabilistic Graphical Models","Mathematics & Statistics","Integrated M.Sc.","Sem07","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth Semester - Second Assessment 2018/15ECE211_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2018/Ass2/15ECE211_Electronic_Circuits_Ass2_2018.pdf","15ECE211","Electronic Circuits","Electronics & Communication","B.Tech","Sem04","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL614 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL614_Analysis_and_Design_of_Analog_and_Mixed_Signal_VLSI_Circuits_EndSem_2011.pdf","VL614","Analysis and Design of Analog and Mixed Signal VLSI Circuits","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Mid Term March 2022/21CMJ206 _Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/MidTerm/21CMJ206_Applied_Media_and_Communication_Research_MidTerm_2022.pdf","21CMJ206","Applied Media and Communication Research","Media & Communication","B.A. Communication","Sem04","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ103_I Ass Aug 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ103_World_History_Key_Perspectives_Ass1_2018.pdf","18CMJ103","World History: Key Perspectives","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ506_I Ass Sep 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ506_Environment_and_Social_Issues_Global_Perspectives_Ass1_2018.pdf","18CMJ506","Environment and Social Issues: Global Perspectives","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ401_AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2015/Ass2/15CMJ401_Media_Laws_and_Ethics_Issues_and_Debates_Ass2_2015.pdf","15CMJ401","Media Laws and Ethics: Issues and Debates","Media & Communication","B.A. Communication","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHE320.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2012/EndSem/CHE320_Organic_Chemical_Technology_EndSem_2012.pdf","CHE320","Organic Chemical Technology","Chemical Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2016 Regular/12CMJ563_May2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/EndSem/CMJ563_Broadcast_Television_News_and_Technology_EndSem_2016.pdf","CMJ563","Broadcast Television News and Technology","Media & Communication","B.A. Communication","Sem04","2016","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/2022/21CMJ601_II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/Ass2/21CMJ601_Writing,_Reporting_and_Producing_Television_News_Ass2_2022.pdf","21CMJ601","Writing, Reporting and Producing Television News","Media & Communication","B.A. Communication","Sem03","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2025/Fourth Semester Regular 2025/23MEE231_IV Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2025/EndSem/23MEE231_M23ARE204_Actuators_and_Drives_EndSem_2025.pdf","23MEE231","M/23ARE204 Actuators and Drives","Mechanical & Aerospace","B.Tech","Sem04","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/2022/21CMJ602_III Sem Dec 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/EndSem/21CMJ602_Documentary_and_Short_Film_Production_EndSem_2022.pdf","21CMJ602","Documentary and Short Film Production","Media & Communication","B.A. Communication","Sem03","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHE 310-DMTO.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2012/EndSem/CHE310_Diffusional_Mass_Transfer_Operations_EndSem_2012.pdf","CHE310","Diffusional Mass Transfer Operations","Chemical Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL615 -.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL615_Testing_of_VLSI_Circuits_EndSem_2011.pdf","VL615","Testing of VLSI Circuits","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL701 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL701_Low_Power_VLSI_Circuits_EndSem_2011.pdf","VL701","Low Power VLSI Circuits","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2016 Regular/12CMJ574 _May2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/12CMJ574_Advertising_Practice_for_Broadcast_Ass2_2016.pdf","12CMJ574","Advertising Practice for Broadcast","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
