"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/4th Semester/2022/18PHY217_IV Sem May2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2022/EndSem/18PHY217_Introduction_to_Computational_Physics_EndSem_2022.pdf","18PHY217","Introduction to Computational Physics","Physical Sciences","Integrated M.Sc.","Sem04","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/3rd Semester/2023/19CHE205 _III Sem Mid-Term_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2023/MidTerm/19CHE205_Materials_Technology_MidTerm_2023.pdf","19CHE205","Materials Technology","Chemical Engineering","B.Tech","Sem03","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/MSW/4th Semester/Fourth Semester 2018 Regular/15SWK644_IVSem_April-May2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/MSW/Core/2018/EndSem/15SWK644_Community_Care_in_Physical_Health_EndSem_2018.pdf","15SWK644","Community Care in Physical Health","Humanities & Social Sciences","MSW","Sem04","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/2011/Second semester 2011/ENG111.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/B.Tech/Core/2011/EndSem/ENG111_Communicative_English_EndSem_2011.pdf","ENG111","Communicative English","Humanities & Social Sciences","B.Tech","Sem01","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/3rd Semester/Third semester 2014 Supply/AES241.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2014/EndSem/AES241_Mechanics_of_Materials_EndSem_2014.pdf","AES241","Mechanics of Materials","Mechanical & Aerospace","B.Tech","Sem03","2014","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/Second semester 2014 Supply/ENG112.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.Tech/Core/2014/EndSem/ENG112_Technical_Communication_EndSem_2014.pdf","ENG112","Technical Communication","Media & Communication","B.Tech","Sem02","2014","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/M. A. English Literature & Literary Theory/3rd Semester/21ELL633 _III Sem Mid-Term_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/M.Sc./Core/2023/MidTerm/21ELL633_Indian_Women_Novelists_in_English_MidTerm_2023.pdf","21ELL633","Indian Women Novelists in English","Humanities & Social Sciences","M.Sc.","Sem03","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/3rd Semester/Third Semester 2018 Regular/15CMJ201_III sem Nov2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/EndSem/15CMJ201_Advertising_and_Communication_EndSem_2018.pdf","15CMJ201","Advertising and Communication","Media & Communication","B.A. Communication","Sem03","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/UG/B.Sc Food Science/4th Semester/21FSN214_IIAss April 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/M.Sc./Core/2023/Ass2/21FSN214_Food_Biotechnology_Ass2_2023.pdf","21FSN214","Food Biotechnology","Biotechnology & Health","M.Sc.","Sem04","2023","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth semester 2013 Supply/EEE221.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2013/EndSem/EEE221_Electrical_Machines_–_I_EndSem_2013.pdf","EEE221","Electrical Machines – I","Electrical & Electronics","B.Tech","Sem04","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/2025/Fifth semester 2025 Mid Term/23CSE331_V Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2025/MidTerm/23CSE331_Cryptography_MidTerm_2025.pdf","23CSE331","Cryptography","Computer Science & Engineering","B.Tech","Sem05","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/2023/21CS643_Mid Term May 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/M.Tech/Core/2023/MidTerm/21CS643_21AI631_Foundations_of_Data_Science_MidTerm_2023.pdf","21CS643","/ 21AI631 Foundations of Data Science","Computer Science & Engineering","M.Tech","Sem02","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/2011/Second semester 2011/MEC100.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2011/EndSem/MEC100_Engineering_Mechanics_EndSem_2011.pdf","MEC100","Engineering Mechanics","Electronics & Communication","B.Tech","Sem01","2011","EndSem","high"
